Timestamp,cpu.quota.used.percent,cpu.used.percent,net.request.time,net.http.request.time,net.http.request.time.worst,total_utility
2024-09-27 18:46:10,1.0418,0.220907,2907997.581633,4.251909266667,7.50686475,1.0
2024-09-27 18:46:30,2.3984,0.507032,5739129.526927,100.02569035294201,324.2218955,0.8
2024-09-27 18:46:40,16.157667,3.052125,3420931.924179,2.9060556733269998,3.748684765662,0.9
2024-09-27 18:46:50,38.8778,5.351594,4250781.122663,2.4209206797659997,4.027660370528,0.8
2024-09-27 18:47:00,43.568201,6.282938,5399759.442859,3.3258824422010003,5.819419512396999,0.8
2024-09-27 18:47:20,45.7502,6.932,5690998.430392,3.809113224259,6.68164154935,0.8
2024-09-27 18:47:30,43.8498,6.515532,30470647.605399,5.6724139009189996,22.072891278365002,0.8
2024-09-27 18:47:40,46.125,7.126407,5753398.940716,3.875905744489,6.737028734687,0.8
2024-09-27 18:48:00,45.202401,7.120657,8158179.112796,4.670625012829,8.295981350698,0.8
2024-09-27 18:48:10,45.594401,7.296188,5534392.372158,3.668699169874,6.347494661256,0.8
2024-09-27 18:48:20,45.864,7.318125,6504799.624701,4.250316297449,7.705823715671,0.8
2024-09-27 18:48:30,45.2184,7.29875,7793795.17154,4.0915818777910005,7.119579299530001,0.8
2024-09-27 18:48:40,45.2984,7.269438,11348476.340444,4.198130791133,8.312352111384,0.8
2024-09-27 18:48:50,45.9996,7.474188,7820790.245332,4.500421946963,8.145019389273,0.8
2024-09-27 18:49:00,46.3788,7.386938,7795027.652697,4.608851722815,8.357275955305,0.8
2024-09-27 18:49:10,45.9708,7.347844,6607992.229509,4.209847733765,7.493127229213,0.8
2024-09-27 18:49:20,46.3754,7.364313,8074575.082949,4.420751883725,8.02805939384,0.8
2024-09-27 18:49:30,43.2262,6.879657,7143944.442927,5.146832519188,10.037286204675,0.8
2024-09-27 18:49:40,44.2504,6.99775,7514367.325104,5.059503043576999,9.005932796279,0.8
2024-09-27 18:49:50,46.376201,7.364782,7418815.504665,4.698815137314,8.253192112172,0.8
2024-09-27 18:50:00,45.8418,7.323438,12549809.044738,5.855009291766,14.994962917346001,0.8
2024-09-27 18:50:10,45.1106,7.107532,6501737.669391,4.7708721813279995,7.731553505168001,0.8
2024-09-27 18:50:20,44.9082,7.192313,6425125.793626,4.500021932732,6.8928595875920005,0.8
2024-09-27 18:50:30,44.4482,7.081532,5663231.982513,3.9900393855579996,5.904394129497,0.8
2024-09-27 18:50:40,44.915801,7.122188,8760585.201511,5.469110618641,9.342061351784,0.8
2024-09-27 18:50:50,46.591,7.364657,9895525.531999,4.529333623995,8.941325796894,0.8
2024-09-27 18:51:00,45.213201,7.219407,7596999.118784,4.0086406221869995,6.591938717873,0.8
2024-09-27 18:51:10,44.6266,7.165969,6127274.803381,3.903470232698,6.429064064054,0.8
2024-09-27 18:51:20,45.644801,7.365157,5559760.313154,3.857926418084,6.460681825791999,0.8
2024-09-27 18:51:30,45.0332,7.282157,4728159.243086,3.8177532401009997,6.655453929578,0.8
2024-09-27 18:51:40,10.8004,1.787938,4575329.433806,4.424059575074001,7.888633330369999,0.9
2024-09-27 18:51:50,1.2216,0.233625,2263034.234694,4.4764094000000005,7.074199666667,1.0
2024-09-27 18:52:00,1.1806,0.233063,2692469.265307,5.772327928572,9.28283725,1.0
