Timestamp,cpu.quota.used.percent,cpu.used.percent,net.request.time,net.http.request.time,net.http.request.time.worst,total_utility
2024-10-11 01:09:00,3.670001,0.1825,2660290.0,3.79829975,3.79829975,1.0
2024-10-11 01:09:10,36.546377,1.346288,3031548514.102041,1522.566661428572,21189.569305,0.0
2024-10-11 01:09:30,22.382041,0.782659,7252296.393409,10.443765170213,12.121307470589,0.8
2024-10-11 01:10:10,55.145625,2.088137,8649032.909614,7.561184726563,9.407589166667,0.8
2024-10-11 01:10:40,24.162751,1.696167,170950219.112368,18.322001158731,26.749564,0.8
2024-10-11 01:11:00,65.146875,2.442319,103043860.587137,40.220244328221,56.653795921788,0.8
2024-10-11 01:11:10,65.259875,2.457569,1153111456.444036,59.270251008589,2501.042446,0.4
2024-10-11 01:11:20,60.086125,2.280319,51560591.706565,37.263243031121,360.827391,0.6000000000000001
2024-10-11 01:11:40,100.756,5.03675,0.0,101.770918,101.770918,0.8
2024-10-11 01:11:50,52.410376,2.035364,2112214054.510387,54.234219821946006,5549.402984714286,0.4
2024-10-11 01:12:10,41.739001,1.637387,64741123.143384,659.965683802817,1674.361417407408,0.0
2024-10-11 01:12:40,35.614,1.420205,231285073.242294,649.696884190477,890.1179809500001,0.0
2024-10-11 01:13:10,32.753625,1.280796,34034111.271875,13.566777044943999,105.75323925,0.8
2024-10-11 01:13:20,33.55725,1.315569,43550856.895341,9.557675728916001,174.3150855,0.8
2024-10-11 01:13:40,32.695875,1.278705,51647730.354614,12.567049920354,139.783183,0.8
2024-10-11 01:13:50,32.989625,1.296455,35662945.740949,8.233302525715,91.5816355,0.8
2024-10-11 01:14:10,32.950375,1.292023,33271030.580669,10.419756122808,80.59557925,0.8
2024-10-11 01:14:20,32.83275,1.289137,242259387.326613,49.644332380392996,752.22145075,0.4
2024-10-11 01:14:30,32.0295,1.25266,46639946.336137,39.226946303704004,100.008967,0.8
2024-10-11 01:14:40,30.492251,1.192591,37492708.345715,39.628256296296996,118.3885915,0.8
2024-10-11 01:14:50,32.252875,1.255319,40741006.396826,45.689476708334,91.311595,0.8
2024-10-11 01:15:00,20.531875,0.832046,764262074.022143,917.327727000001,3759.321968833334,0.0
2024-10-11 01:15:10,21.583,0.881046,46035759.317461,46.62871057692401,198.913288,0.8
2024-10-11 01:15:20,25.443625,1.012387,958158633.247013,2039.89546240625,8036.42208575,0.0
2024-10-11 01:15:30,22.253625,0.89275,39813891.7,36.503610217391994,135.290931,0.8
2024-10-11 01:15:40,13.248125,0.565728,65711221.900477,63.150254413794,200.2100985,0.9
2024-10-11 01:15:50,17.812625,0.73216,47216933.192858,50.7546645,151.146269,0.9
2024-10-11 01:16:10,12.0365,0.52441,49623422.931905,43.911352758621,114.55732875,0.9
2024-10-11 01:16:20,9.253,0.417728,40549718.932381,36.382279678572,96.28031525,1.0
2024-10-11 01:16:30,12.65775,0.544682,23456220.271429,17.770567695653,42.349966666667,0.9
2024-10-11 01:16:50,6.669601,0.319844,33581909.9483,42.509600375,148.449929,1.0
2024-10-11 01:17:00,7.2568,0.339157,14338089.040817,11.814815928572,32.974269,1.0
2024-10-11 01:17:10,6.5944,0.319969,19548682.602041,28.264982647059,99.6202295,1.0
2024-10-11 01:17:20,7.2472,0.341625,32360472.469388,35.144245187501,120.11917825,1.0
2024-10-11 01:17:40,8.974334,0.38825,1898209.166667,4.1558022,4.9721975,1.0
2024-10-11 01:17:50,5.8806,0.295469,20078824.376191,17.9264855,51.82179425,1.0
2024-10-11 01:18:10,4.240251,0.349469,26350401.132654,37.472208764706004,137.81277175,1.0
2024-10-11 01:18:20,6.5644,0.319282,19384748.428572,22.96066625,73.502383,1.0
2024-10-11 01:18:40,3.938,0.250875,2355965.0,3.62406125,3.62406125,1.0
